RepoID,IssueID,Title_Description,AST,FixedByID,Name,CreatedDate
MixedRealityToolkit-UnityWebScrap,1744,keyboard/uicollection broken in unity 2017.3.1p1  overview the top left key in each uicollection is either misplaced or invisible when viewing on the device and building from unity 2017.3.1p1     expected behavior all keys should be visible and placed how they are in the editor.   actual behavior when i display the keyboard.prefab the q key is no where to be seen and the  123 is displaced but in view.   if i change to other keyboards the same thing happens in that the first element of the uicollection is missing or displaced.    steps to reproduce use unity 2017.3.1p1 and then instantiate a keyboard.prefab in your scene.      unity editor version 2017.3.1p1  not reproducable in 2017.2   mixed reality toolkit release version 2017.2.1.1 (not certain)   possible fix add this              if ( application.iseditor) { return; }  to the collectitems and updatelayout methods.,NULL,unknown,unknown,22/02/2018
MixedRealityToolkit-UnityWebScrap,1751,"motion controller trigger mapped on xbox controller  overview motion controller trigger change value on xbox trigger   expected behavior suppose should separate xbox from motion controllers   steps to reproduce 1) open sample scene from mrtk assets\holotoolkit-examples\input\scenes\xboxcontrollerexample.unity  2) star then press left/right trigger on motion controller. 3) note xbox left/right/share trigger change value   unity editor version unity 2017.3.1f1   mixed reality toolkit release version mrtk 2017.2.1.1 ",NULL,unknown,unknown,24/02/2018
MixedRealityToolkit-UnityWebScrap,1752,"evaluate final stabalisation features against dev_working  overview several fixes have gone in to stabalisation that will need replicating against dev_working to ensure they arent lost for mrtp vnext   identified prs (subject to stabalisation cut off.)  - [x] 1750 - [x] 1749  - [x] 1748 - [x] 1745 - [x] 1747 - [x] 1746 - [x] 1735 - [x] 1756 - [x] 1764   ",NULL,simondarksidej,unknown,24/02/2018
MixedRealityToolkit-UnityWebScrap,1754,mixed reality toolkit version next  what is mixedrealitytoolkit-vnext? the v1 mixed reality toolkit is a collection of scripts and components intended to accelerate development of applications targeting microsoft hololens and windows mixed reality headsets.  this new version of the mixedrealitytoolkit aims to further extend the capabilities of the toolkit and also introduce new features including the capability to support more vr/ar/xr platforms beyond microsofts own mixed reality setup.  the vnext branch is taking all the best lessons learned from the original mixed reality toolkit and refactoring / restructuring it to both    support a wider audience allowing solutions to be built that will run on multiple vr / ar / xr platforms such as mixed reality  steam/open vr and openxr (initially)    provide an easier to use sdk to enable rapid prototyping and ease adoption for new users (or users of previous frameworks)    ensure an extensive framework for advanced integrators with the ability to swap out core components with their own should they wish to or simply extend the framework to add new capabilities.   learn more about the architecture behind [windows mixed reality - vnext]( here.   learn more about the approach behind the [windows mixed reality - vnext sdk]( here.   feature areas the mixed reality toolkit vnext will includes many apis to accelerate the development of mr / xr / vr / ar projects for a range of supported devices including (but not limited to)   - microsoft hololens  - microsoft immersive headsets (ihmd)  - steam vr (htc vive / oculus rift)  - openxr platforms   faq     will my old projects based on the previous version be compatible?    short answer no.  long answer yes but with some significant work.  we will be providing a detailed change log and an upgrade guide for those of you who want to try and update your projects.     when do we expect to see a first production ready version?    no concrete date has been set but i think the ideal is sometime in may 2018 to coincide with build.     is it expected that vnext will be feature complete with the current branch?    yes the new version will have most or all of the same features as the current release. our hope is to do an a/b test to ensure no features have been lost. that being said its likely that some feature areas may be rewritten from the ground up.     should we continue to develop and test against the current branch and if so until what point?    new development should happen against the development branch and bug fixes should go against both stabilization and development.     will the current branch continue to be supported / developed against or will it be abandoned?    we havent yet decided when to stop support for the current version. but seeing as this is an open source project im sure that generous contributors will continue to post prs against the older version.  once vnext has matured and replaced the current master branch then the old version will move from master to a new branch named holotoolkit-old or something similar.,NULL,unknown,breaking change,24/02/2018
MixedRealityToolkit-UnityWebScrap,1755,"sharingwithuunet in mixedrealitytoolkit references -examples project  overview the player prefab in the sharingwithuunet folder of mixedrealitytoolkit has a playercontroller script that only exists in the mixedrealitytoolit-examples/sharingwithuunet/scripts folder   expected behavior no references from mrtk to mrtk-examples   actual behavior reference that breaks if you do not include the examples project   unity editor version any   mixed reality toolkit release version dev_working_branch ",NULL,unknown,unknown,25/02/2018
MixedRealityToolkit-UnityWebScrap,1757,in handdraggable when rotationmode is default and using motion controller orient the object with the controller rather than the head.  overview  i plan to work on this issue.  when dragging an object using handdraggable in an immersive headset the orientation of the object follows the users head by default. twisting turning or yawing the motion controller has no effect.   expected behavior  the orientation of the object when rotationmode is default should be determined by the motion controller if a motion controller was used to grab the object.   actual behavior  the orientation of the object is determined by the users head. nodding or turning the head results in changes to object orientation resulting in a very unnatural experience.  for example to set a horizontal object upright it is necessary for the user to look down at the floor when grabbing it and then raise their head to rotate it upward before releasing it. this is more naturally done by lifting the wrist.   steps to reproduce  run [myscraproom]( with an immersive headset. pick up one of the photo albums from the top shelf. bring it down to the island table top. notice that it is most likely diagonal since your head went from looking up to looking straight.  pick up one of the lava lamps. tilt your head from side to side. the lava lamp follows your head.  drop one of the lava lamps on its side on the floor. now try to right it. its very difficult to do because you have to move your head.   unity editor version  unity 2017.3.0f3 (64-bit)   mixed reality toolkit release version  v1,NULL,michaellperry,immersive hmd,26/02/2018
MixedRealityToolkit-UnityWebScrap,1758,"sharingwithunet causes hololens crash on session start  overview  cloned mrtk-unity and opened sharingwithunet example scene. configured for uwp and built. deployed to hololens. when i click to start a new session on the start button app freezes then crashes and returns me to hololens home space.  tried this with both latest .unitypackage release and by cloning mrtk repository. same result.  have used these hololenses and this pc to successfully build shared experience hololens apps. did full reset of both hololenses didnt help.   expected behavior  expect example scene to run normally but starting a new network session and beginning anchor export.   actual behavior  app freezes and crashes returns to hololens home space.   steps to reproduce import holotoolkit unity package. open sharingwithunet example scene. build and deploy. run the app and  click button to start session.  mrtk-unity master branch and / or .unitypackage release 2017.2.1.1 unity 2017.2.1.f1 windows 10 fall creators update visual studio 15.5.4 with 10.0.16299.0 sdk   unity editor version 2017.2.1.1  mixed reality toolkit release version 2017.2.1.1 ",NULL,unknown,sharing / networking,26/02/2018
MixedRealityToolkit-UnityWebScrap,176,default camera fov is not set correctly holotoolkit doesnt seem to touch the vfov setting in unity which defaults at 60. this number is incorrect and results in a very frustrating unity to device/emulator experience.right now i set the device resolution (in unitys game window) to 1280x720 and use a camera vfov of 21 to get it close. but official numbers would be appreciated.,NULL,unknown,question,17/08/2016
MixedRealityToolkit-UnityWebScrap,1760,send slider value on update  overview allows for value to be sent when invoking   onupdateevent   event of slider control (slider gesture control).  expected behavior ability to specify an object method that accepts the updated value of the slider  actual behavior slider does not send value when invoking update method.  steps to reproduce select an object and a method to invoke.  must specify the value to pass through.  [image](   unity editor version 2017.3.0f3 personal  mixed reality toolkit release version 2017.2.1.0,NULL,unknown,unknown,27/02/2018
MixedRealityToolkit-UnityWebScrap,1762,unetanchormanager forces you to use the spatial mapping manager if it is provided  overview if you include spatial mapping manager in the scene the unetanchormanager will force you to use it when it tries to find the anchor position.   in my project i want to have the anchor where i have placed my sharedcollection but with the current implementation the anchor position gets overwritten by the spatial mapping if it is in the scene.  having the option to choose between using it or not would be neat.,NULL,unknown,unknown,27/02/2018
MixedRealityToolkit-UnityWebScrap,1765,unity editor play does not launch on headed set  overview i am unable to get my test project to display on the vr headset anymore. i have deleted the holotoolkit folder from my assets and tried both loading the unity package and just downloading the master branch and unzipping and copying holotoolkit(folder) holotoolkit.meta mcs.rsp and mcs.rsp.meta back into the assets folder. i have run the project setup and scene setup from the menu section. i am at a complete loss.   expected behavior the project used to display on the head set when pressing play in unity editor.   actual behavior press play project builds and loads in the game tab. if i move the headset i can see the camera display moving. when looking through the headset it just sitting in the wmr house.   steps to reproduce not sure what causes it.   unity editor version unity 2017.2.1f1  mixed reality toolkit release version 2017.2.1.1,NULL,unknown,question,27/02/2018
MixedRealityToolkit-UnityWebScrap,1766,button (interactive script) onhold event() is only called once? i am trying to rotate an object to the right while a button is being pressed. the rotating is not the problem but continuing to rotate is. i have my method attached to the onhold event() on a button prefab from the mrtk examples folder. maybe the onhold event only detects holds once but i thought it was more along the lines of the equivalent of input.getkey where it continues to perform while the user is holding the button down. is this not the case? if not any possible solutions would be appreciated.,NULL,unknown,question,27/02/2018
MixedRealityToolkit-UnityWebScrap,1767,apply mixed reality project settings causes error for mrtk 2017.2.1.1 in unity 2017.2.1f1  overview  i followed your readme and installed unity 2017.2.1f1 (with unity hub) then imported  with assets  import package  custom package leaving all the defaults untouched.  when clicking mixed reality toolkit  configure  apply mixed reality project settings with the defaults untouched and then clicking apply nothing happens and i get this error switching to universal windows platformmetrosupport is disabled   expected behavior  the project settings should be applied.   actual behavior  nothing happens and you get a switching to universal windows platformmetrosupport is disabled error.   steps to reproduce  detailed in overview.   unity editor version  2017.2.1f1   mixed reality toolkit release version  2017.2.1.1,NULL,unknown,unknown,27/02/2018
MixedRealityToolkit-UnityWebScrap,1768,"autoconfiguremenus scene settings should be updated to conform to new standards  overview in a recent [pull request](  it was mentioned that scene managers should live under a game object named managers. we should change the mixed reality toolkit-apply mixed reality scene settings menu item to apply this new standard.   expected behavior when selecting the mixed reality toolkit-apply mixed reality scene settings menu item the input manager prefab (if selected) should be instantiated as a child of a managers game object.    actual behavior the input manager gets instantiated at the scenes root.   steps to reproduce 1) select file-new scene 2) select mixed reality toolkit-apply mixed reality scene 3) assert add the input manager prefab is selected 4) select apply 5) observe the inputmanager gets instantiated at the scene root   unity editor version 2017.2.1f1   mixed reality toolkit release version tested on [dev_working_branch]( ",NULL,unknown,unknown,27/02/2018
MixedRealityToolkit-UnityWebScrap,1769,"enable single pass stereo rendering as default  overview apologies if this has been suggested before but i noticed that the stereo rendering method in the uwp player settings is set to multi pass. i would recommend the default behavior be set to single pass (and single pass instanced in the future).  note this wont be a performance improvement for most of the example scenes within the mrtk but complex production scenes will likely see a performance improvement. we will also have to update a handful of shaders that are lacking stereo single pass support.   unity editor version 2017.2.1f1   mixed reality toolkit release version tested on [dev_working_branch]( ",NULL,unknown,unknown,27/02/2018
MixedRealityToolkit-UnityWebScrap,1770,"add spatial mapping layer to apply mixed reality project settings  overview the spatial mapping manager defaults to using layer 31 for the mesh. projects generally need to set layer 31 to spatial mapping for easy reference (ex configuring the focus manager).  id like to propose adding an option to the apply mixed reality project settings dialog to set the name of layer 31 to spatial mapping. ",NULL,unknown,editor,27/02/2018
MixedRealityToolkit-UnityWebScrap,1771,add error logging to builddeploytools  overview i would like to add additional logging to the build window to get more information about build errors so its easier to diagnose and solve them.   expected behavior when a build error occurs i am able to read the error message.   actual behavior when trying to build appx through the build window if there are any build errors you only get a message  debug.logerror(msbuild error (code =  + process.exitcode + )); usually reads out as msbuild error code = 1 this is a generic failure message and doesnt help us diagnose and solve the problem.   steps to reproduce have any problem in your dev environment that would cause building appx to fail. in my case i had additional vs build tools installed along with my vs environment and it caused build failure.   unity editor version 2017.1.3f1  mixed reality toolkit release version 2017.2.1.1,NULL,unknown,build / tools,27/02/2018
MixedRealityToolkit-UnityWebScrap,1774,"navigation gesture doesnt work in editor but works on hololens  overview i am creating a rotation method using the inavigationhandler. after triple checking my code and on the edge of giving up i deployed to the hololens and it actually worked to my surprise. i figured this was some sort of bug. not sure if it is unity or toolkit related or if it has been discovered already and figured id report it.   expected behavior navigation gesture to work in the editor.   actual behavior navigation gesture only works on the hololens   unity editor version 2017.1   mixed reality toolkit release version latest ",NULL,unknown,unknown,27/02/2018
MixedRealityToolkit-UnityWebScrap,1775,"objectcollection doesnt manage correctly the diplay  overview when using an objectcollection the objects are not displayed as they should.   expected behavior for example when displaying 49 objects in 10 rows there should be 5 objects per row except for the last one where there should be 4.   actual behavior what actually happens is that there are only 4 objects per rows and the 9 objects left are displayed at the center of the collection.   steps to reproduce just try displaying a number of objects that is not a multiple of the number of rows and it should displau the objects in an odd way.   correction found we corrected this issue at the line 180 of the objectcollection.cs script    original code  _columns = mathf.ceiltoint(nodelist.count / rows);  working code  _columns = mathf.ceiltoint((float) nodelist.count / (float)rows);   thank you   ",NULL,unknown,unknown,28/02/2018
MixedRealityToolkit-UnityWebScrap,178,create a sharing connection status indicator in order to more easily debug connectivity when developing a shared experience create a way for a developer to see if the instance is connected to a server or not when running.,NULL,unknown,unknown,17/08/2016
MixedRealityToolkit-UnityWebScrap,18,add setfocuspointforframe stability place to gazemanager   scenario  by adding the setfocuspointforframe to the gazemanager we will help stabilize the hologram the user is currently gazing at.,NULL,unknown,unknown,25/04/2016
MixedRealityToolkit-UnityWebScrap,1800,2017.2.1.2 patch release compile errors  overview im getting two compile errors on an empty project with only the toolkit package imported.   expected behavior the toolkit compiles successfully.   actual behavior getting two compile errors 1. assets/holotoolkit/sharingwithunet/scripts/playercontroller.cs(34113) error cs0246 the type of namespace name unetsharedhologram could not be found. are you missing an assembly reference?  2. assets/holotoolkit/sharingwithunet/scripts/playercontroller.cs(34213) error cs0841 a local variable ush cannot be used before it is decleared   steps to reproduce 1. start a new project. 2. import package holotoolkit-unity-2017.2.1.2.  3. click play.   unity editor version 2017.2.1.p2   mixed reality toolkit release version 2017.2.1.2,NULL,unknown,unknown,07/03/2018
MixedRealityToolkit-UnityWebScrap,1801,"dead link in documentation (404 - page not found)  overview hi i was just reading the documentation and found a dead link open  in your browser. scroll down until you see step 4. with the text  follow the same steps for the sample text layout prefabs in holotoolkit-examples\text  and click on the link holotoolkit-examples\text.   expected behavior documentation should open   actual behavior error 404 page not found ",NULL,unknown,documentation,07/03/2018
MixedRealityToolkit-UnityWebScrap,1805,vnext spatialsound updates  overview update / rework spatial sound scripts (ex audioocclusion spatialsoundsettings) for mrtk vnext.,NULL,davidkline-ms,unknown,07/03/2018
MixedRealityToolkit-UnityWebScrap,1806,vnext uaudiomanager updates  overview work with  joekellyms to update uaudiomanager for mrtk vnext,NULL,davidkline-ms| joekellyms,unknown,07/03/2018
MixedRealityToolkit-UnityWebScrap,1808,"suggestion refactor to use on other plattforms hi i read already that you are planning to support other vr platforms. however i am often asked to make demos on the hololens and then transfer the same to ios cardboard. hm. in older versions of the toolkit it wouldnt even compile dont know how it is now.  would be great if one could separate all user inputs from gameobjects (namely the new ux demo stuff).  but that is just wishful thinking. all the best ",NULL,unknown,cross platform,08/03/2018
MixedRealityToolkit-UnityWebScrap,2448,"how many world anchor can we safely store in world anchor store database?  overview i will be placing world anchor for different types of entities. is it safe to use if world anchors count in api cross say 500. does this impact store ready time? if so any pointers.  expected behavior   actual behavior   steps to reproduce _(links to sample github project preferred)_   unity editor version   mixed reality toolkit release version ",NULL,unknown,question,16/07/2018
MixedRealityToolkit-UnityWebScrap,2450,no pointer source end point assertion in raycastunityui  overview just a question regarding this assertion...  i have an odd situation where having a meshcollider in certain positions causes this focusmanager assertion to fire. i can see that it warns against pointer.end.point being zero but it will also fire when the colliders position is _almost_ zero - say a fraction off along the y-axis and perhaps more strangely it does   not   fire when the colliders position   is   exactly zero   i guess my question is two-fold why would the collider hit point be exactly zero when the colliders transform is not (and vice-versa) and more importantly why does it matter? raycastunityuis continues to execute without ill effects even if pointer.end.point == vector3.zero.   expected behavior colliders can be placed anywhere in the scene without issue.   actual behavior assertion fires in certain circumstances (pointer.end.point  = vector3.zero no pointer source end point found to raycast against )   unity editor version 2017.4.1f1   mixed reality toolkit release version 2017.4.0.0,NULL,unknown,unknown,18/07/2018
MixedRealityToolkit-UnityWebScrap,2451,simple tagalong script works fine in unity but doesnt work when the app is deployed to hololens  overview ive attached the simple tagalong script to a canvas and while using the holographic emulator on the hololens with unity everything works as expected the canvas tags along as i move my head around. no issues.  expected behavior that the canvas would also tagalong when i move my head after the app has been deployed to the hololens.  actual behavior the canvas remains stationary when the app is launched from the hololens rather than streamed from unity.  steps to reproduce create a canvas apply a simple tagalong script to it (that comes with a box collider and an interpolator). deploy the app and run it.  unity editor version 2017.4.1f1  mixed reality toolkit release version 2017.4.0.0,NULL,unknown,unknown,18/07/2018
